page,id,name,category,spec_source,spec_count,Model,Material,Power,Wattage,IP Rating,Ingress Protection,Lumens,Luminous Flux,Light Efficiency,Battery,Battery Capacity,Solar Panel,Panel,Charging Time,Working Time,Color Temperature,CCT,Beam Angle,Input Voltage,Warranty,Certifications,Certificates,Application,Applications,Dimension,Size,Weight,CRI,Lifespan,Finish,raw_specs
product/p132.html,p132,"Basketball, Tennis, Badminton Court Light UFO LED High Bay Light",LED High Bay Light,GENERATED,18,"Basketball, Tennis, Badminton Court Light UFO LED High Bay Light",Aluminum Alloy,,,,IP65,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",AC 85–265V / 100–277V,3 years,"RoHS, CE, ISO 9001",,,,,,,,,,"Model: Basketball, Tennis, Badminton Court Light UFO LED High Bay Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Input Voltage: AC 85–265V / 100–277V | Power Factor: &gt;0.95 | Driver: Constant-current, surge-protected | Dimming: 0–10V / DALI (optional) | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Ingress Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Dimensions: Model-specific | Net Weight: Model-specific"
product/p133.html,p133,High lumen ip65 outdoor waterproof 100w 150w 200w ufo led high bay light,LED High Bay Light,REAL(ima),19,High lumen ip65 outdoor waterproof 100w 150w 200w ufo led high bay light,Aluminum Alloy,,,,IP65,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",AC 85–265V / 100–277V,3 years,"RoHS, CE, ISO 9001",,,,,,,,,,"Model: High lumen ip65 outdoor waterproof 100w 150w 200w ufo led high bay light | Rated Power: 100W-150W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Input Voltage: AC 85–265V / 100–277V | Power Factor: &gt;0.95 | Driver: Constant-current, surge-protected | Dimming: 0–10V / DALI (optional) | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Ingress Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Dimensions: Model-specific | Net Weight: Model-specific"
product/p134.html,p134,TR408 All in one solar street light,Solar Street Light,GENERATED,21,TR408 All in one solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TR408 All in one solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p135.html,p135,TL All in one solar street light,Solar Street Light,GENERATED,21,TL All in one solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TL All in one solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p136.html,p136,TK348 All in one solar street light,Solar Street Light,GENERATED,21,TK348 All in one solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TK348 All in one solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p137.html,p137,TR348 with camera All in one solar street light,Solar Street Light,GENERATED,21,TR348 with camera All in one solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TR348 with camera All in one solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p138.html,p138,BY All in two solar street light,Solar Street Light,GENERATED,21,BY All in two solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: BY All in two solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p139.html,p139,MTR All in two solar street light,Solar Street Light,GENERATED,21,MTR All in two solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: MTR All in two solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p140.html,p140,CF All in one solar street light,Solar Street Light,GENERATED,21,CF All in one solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: CF All in one solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p141.html,p141,SG-6 Solar Lawn Light,Solar Lawn Light,GENERATED,21,SG-6 Solar Lawn Light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: SG-6 Solar Lawn Light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p142.html,p142,SG-1-Wall Solar wall light,Solar Wall Light,GENERATED,21,SG-1-Wall Solar wall light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: SG-1-Wall Solar wall light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p143.html,p143,TX-07 Solar wall light,Solar Wall Light,GENERATED,21,TX-07 Solar wall light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TX-07 Solar wall light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p144.html,p144,LFL-1 LED flood light,LED Flood Light,GENERATED,18,LFL-1 LED flood light,Aluminum Alloy,,,,IP65,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",AC 85–265V / 100–277V,3 years,"RoHS, CE, ISO 9001",,,,,,,,,,"Model: LFL-1 LED flood light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Input Voltage: AC 85–265V / 100–277V | Power Factor: &gt;0.95 | Driver: Constant-current, surge-protected | Dimming: 0–10V / DALI (optional) | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Ingress Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Dimensions: Model-specific | Net Weight: Model-specific"
product/p145.html,p145,UFO LED high bay light,LED High Bay Light,GENERATED,18,UFO LED high bay light,Aluminum Alloy,,,,IP65,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",AC 85–265V / 100–277V,3 years,"RoHS, CE, ISO 9001",,,,,,,,,,"Model: UFO LED high bay light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Input Voltage: AC 85–265V / 100–277V | Power Factor: &gt;0.95 | Driver: Constant-current, surge-protected | Dimming: 0–10V / DALI (optional) | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Ingress Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Dimensions: Model-specific | Net Weight: Model-specific"
product/p146.html,p146,GP LED high bay light,LED High Bay Light,GENERATED,18,GP LED high bay light,Aluminum Alloy,,,,IP65,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",AC 85–265V / 100–277V,3 years,"RoHS, CE, ISO 9001",,,,,,,,,,"Model: GP LED high bay light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Input Voltage: AC 85–265V / 100–277V | Power Factor: &gt;0.95 | Driver: Constant-current, surge-protected | Dimming: 0–10V / DALI (optional) | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Ingress Protection: IP65 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Dimensions: Model-specific | Net Weight: Model-specific"
product/p147.html,p147,Solar strip light (RGB),Solar Strip Light,GENERATED,21,Solar strip light (RGB),Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar strip light (RGB) | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p148.html,p148,TSP Solar street light,Solar Street Light,GENERATED,21,TSP Solar street light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TSP Solar street light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p149.html,p149,Solar Table,Solar Table & Chair,GENERATED,21,Solar Table,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar Table | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p15.html,p15,50w 60w 80w 100w 120w solar led street light outdoor,Solar Street Light,REAL(ima),22,50w 60w 80w 100w 120w solar led street light outdoor,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: 50w 60w 80w 100w 120w solar led street light outdoor | Rated Power: 50W-60W | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p150.html,p150,CH-1 Solar table &amp; chair,Solar Table & Chair,GENERATED,21,CH-1 Solar table &amp; chair,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: CH-1 Solar table &amp; chair | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p151.html,p151,CH-2 Solar table &amp; chair,Solar Table & Chair,GENERATED,21,CH-2 Solar table &amp; chair,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: CH-2 Solar table &amp; chair | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p152.html,p152,TX07-1 Solar lawn light,Solar Lawn Light,GENERATED,21,TX07-1 Solar lawn light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: TX07-1 Solar lawn light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p153.html,p153,SG-6 Solar garden lawn light,Solar Lawn Light,GENERATED,21,SG-6 Solar garden lawn light,Aluminum Alloy,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: SG-6 Solar garden lawn light | Material: Aluminum Alloy | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p2.html,p2,Solar street light,Solar Street Light,REAL(ima),21,Solar street light,Aluminum + PC,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: Solar street light | Material: Aluminum + PC | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p20.html,p20,All in one solar street light,Solar Street Light,REAL(ima),21,All in one solar street light,ABS + Aluminum,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: All in one solar street light | Material: ABS + Aluminum | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
product/p22.html,p22,All in one solar street lights,Solar Street Light,REAL(ima),22,All in one solar street lights,ABS + Aluminum,,,,,,,,,,,,,,3000K–6500K (optional),,"Wide-angle, model-specific",,3 years,"RoHS, CE, ISO 9001",,,,,,,,5 years,,"Model: All in one solar street lights | Rated Power: 80W-100W | Material: ABS + Aluminum | Color Options: Black / Grey / White | Certifications: RoHS, CE, ISO 9001 | Warranty: 3 years | Type: LiFePO4 (Lithium iron phosphate) | Configuration: Model-specific capacity | Lifespan: 5 years | LED Chip: High-efficiency SMD LEDs | Initial Luminous Flux: Model-specific (see rated power) | Color Temperature: 3000K–6500K (optional) | Beam Angle: Wide-angle, model-specific | Charging: MPPT controller, ~5h effective sunshine | Backup / Discharge: 3 rainy days; PIR + time-control dimming (100% → 30%) | Control System: Light sensor + motion sensor + time control | Ingress / Impact Protection: IP65 / IK08 | Working Temperature: -20°C ~ 60°C | Mounting: 3–8 m (model-specific); wall- or pole-mount | Pole Spacing: 10–20 m (model-specific) | Dimensions: Model-specific | Net Weight: Model-specific"
